Hogar;Persona;AnoNac;Sexo;Relacion;Viajes;LicenciaConducir;PaseEscolar;AdultoMayor;Estudios;Curso;Actividad;Ocupacion;ActividadEmpresa;JornadaTrabajo;DondeEstudia;DirActividadCoordX;DirActividadCoordY;DirEstudiosCoordX;DirEstudiosCoordY;NoViaja;TarjetaBip;Tarjeta2Bip;MedioViajeRestricion;ConoceTransantiago;NoUsaTransantiago;Discapacidad;TieneIngresos;Ingreso;TramoIngreso;IngresoFinal;TramoIngresoFinal;IngresoImputado;Factor_LaboralNormal;Factor_SabadoNormal;Factor_DomingoNormal;Factor_LaboralEstival;Factor_FindesemanaEstival;Factor
100592;10059201;1969;2;1;4;1;2;2;5;4;D;;;;;;;;;;99;;;1;"B;H";J;2;0;0;87408;1;1;58,51429;;;;;69,94009
100592;10059202;2001;2;3;2;1;1;2;4;6;B;;;;4;;;338641,4827;6266087,1384;;;;9;2;G;J;2;0;0;0;0;0;103,75430;;;;;97,72949
100592;10059203;1990;2;3;2;1;1;2;10;2;B;;;;7;;;344936,9531;6297778,5935;;99;;;1;"B;H";J;2;0;0;0;0;0;80,98271;;;;;69,37724
100601;10060101;1981;1;1;5;1;2;2;5;4;A;5;1;1;;339564,1957;6262347,4422;;;;38254612;;2;1;H;J;1;99;2;324252;2;2;75,33434;;;;;50,81778
100601;10060102;1987;2;2;1;1;2;2;5;1;A;5;1;1;;3830485,1706;5644225,3263;;;;99;;;1;H;J;1;99;3;444384;3;2;103,51420;;;;;70,70936
100601;10060103;2006;2;3;3;1;2;2;4;1;B;;;;4;;;338780,8921;6267223,2502;;;;2;2;G;J;2;0;0;0;0;0;79,91781;;;;;56,97444
100601;10060104;2010;1;3;3;1;2;2;2;1;B;;;;2;;;338896,8484;6268548,9739;;;;2;2;G;J;2;0;0;0;0;0;166,53700;;;;;73,19594
100611;10061101;1974;1;1;2;3;2;2;5;4;A;4;5;1;;339396,6723;6257707,7296;;;;99;;2;1;H;J;1;99;7;281832;2;1;146,34480;;;;;33,19545
100611;10061102;1981;2;2;0;1;2;2;5;4;D;;;;;;;;;3;;;;1;G;J;2;0;0;0;0;0;201,08670;;;;;46,18914
100611;10061103;2006;1;3;2;1;2;2;4;1;B;;;;4;;;339641,8103;6266735,9119;;;;;2;G;J;2;0;0;0;0;0;155,24860;;;;;47,02654
100611;10061104;1958;2;4;2;1;2;2;5;4;A;2;2;1;;338640,9436;6266086,1310;;;;;;;1;H;J;1;99;1;176270;1;2;101,55130;;;;;26,63442
100611;10061105;1957;1;4;0;1;2;2;5;2;F;;;;;;;;;5;99;;;1;H;I;2;0;0;0;0;0;108,24670;;;;;25,16303
100620;10062001;1969;2;1;2;1;2;2;1;0;D;;;;;;;;;;;;;2;G;J;1;43000;1;43000;1;0;;;;1170,00000;;1,71956
100620;10062002;1963;1;2;0;1;2;2;4;3;A;2;1;1;;353659,1400;6280973,3700;;;1;;;;2;A;J;1;99;1;132829;1;2;;;;1170,00000;;1,71956
100620;10062003;1995;1;3;4;1;2;2;5;4;A;5;1;1;;344726,2680;6264718,3605;;;;99;;;1;G;J;1;99;1;143793;1;2;;;;1170,00000;;1,71956
100620;10062004;1996;1;3;4;1;1;2;5;2;"A;B";5;1;1;4;339366,9240;6266133,9695;344025,0719;6266451,1731;;99;;;2;G;J;1;90000;1;90000;1;0;;;;1170,00000;;1,71956
100620;10062005;1999;2;3;2;1;1;2;4;6;B;;;;4;;;344025,0719;6266451,1731;;;;2;2;G;J;2;0;0;0;0;0;;;;1170,00000;;1,71956
100620;10062006;2007;2;3;0;1;2;2;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;;;;1170,00000;;1,71956
100620;10062007;2007;1;3;4;1;2;2;2;1;B;;;;3;;;344726,2680;6264718,3605;;;;;2;G;J;2;0;0;0;0;0;;;;1170,00000;;1,71956
100631;10063101;1961;2;1;2;1;2;2;4;8;A;5;2;1;;338641,4827;6266087,1384;;;;;;;2;G;J;1;99;2;201871;2;2;92,82012;;;;;50,89727
100631;10063102;1958;1;3;2;1;1;2;9;2;B;;;;7;;;345570,1009;6297950,1182;;99;;;;;J;2;0;0;0;0;0;114,75540;;;;;48,08549
100642;10064201;1979;2;1;2;1;2;2;4;8;D;;;;;;;;;;99;;;1;H;J;2;0;0;71772;1;1;19,79183;;;;;1,71613
100642;10064202;1999;2;3;2;1;1;2;4;8;B;;;;4;;;343898,7060;6280391,9853;;99;;;1;H;J;2;0;0;0;0;0;17,31677;;;;;1,71613
100642;10064203;2006;1;3;2;1;2;2;4;1;B;;;;4;;;341149,5486;6280066,3794;;;;;2;H;J;2;0;0;0;0;0;17,31677;;;;;1,71613
100642;10064204;2009;2;3;2;1;2;2;1;0;G;;;;;;;;;;;;;2;H;J;2;0;0;0;0;0;35,03093;;;;;1,71613
100651;10065101;1935;2;1;2;1;2;2;7;4;C;;;;;;;;;;;;5;2;G;I;1;99;7;129450;1;1;23,34821;;;;;29,70803
100661;10066101;1961;2;1;3;1;2;2;4;5;F;;;;;;;;;;56261990;;;1;"A;G";J;2;0;0;60691;1;1;17,18816;;;;;1,72209
100661;10066102;1980;1;3;4;1;2;2;4;8;F;;;;;;;;;;57487741;;;1;H;J;2;0;0;0;0;0;21,59244;;;;;1,72209
100672;10067201;1965;2;1;2;3;2;2;5;4;A;5;2;1;;345569,9481;6298023,6523;;;;99;;;;;J;1;99;3;467317;3;2;43,95546;;;;;65,44082
100672;10067202;1986;1;3;2;1;2;2;11;4;A;5;5;1;;346093,2000;6295344,1900;;;;99;;;;;J;1;99;3;720260;3;2;73,46943;;;;;81,56122
100672;10067203;1984;2;3;2;1;2;2;10;3;A;5;1;1;;338547,4231;6267875,4277;;;;99;;;1;H;J;1;99;2;365180;2;2;100,95160;;;;;113,48672
100672;10067204;1995;2;3;2;1;1;2;5;3;B;;;;4;;;338554,4550;6266142,1290;;99;;;2;G;J;2;0;0;0;0;0;62,52168;;;;;79,65837
100672;10067205;2004;2;4;2;1;1;2;4;3;B;;;;4;;;338392,0796;6264878,2538;;;;;2;G;J;2;0;0;0;0;0;77,93940;;;;;91,44252
100672;10067206;2007;1;4;2;1;2;2;4;1;B;;;;4;;;338392,0796;6264878,2538;;;;;2;G;J;2;0;0;0;0;0;170,84430;;;;;117,47762
100681;10068101;1939;2;1;2;1;2;2;4;6;C;;;;;;;;;;;;;2;G;J;1;99;1;155369;1;2;22,67666;;;;;26,81649
100681;10068102;1960;2;3;2;1;2;2;5;4;A;5;1;1;;339503,3770;6257496,8833;;;;99;;2;1;H;J;2;0;0;243524;1;1;22,67666;;;;;34,94366
100681;10068103;1958;1;5;2;1;2;2;5;4;A;2;5;1;;346318,5284;6298468,9331;;;;99;;;;;J;1;99;4;800960;4;2;22,67666;;;;;33,01323
100681;10068104;1985;2;4;2;1;2;2;5;4;A;5;2;1;;343952,6408;6297348,2487;;;;99;;;1;H;J;1;99;3;411200;3;2;28,48729;;;;;60,59892
100692;10069201;1949;2;1;2;3;2;2;6;6;C;;;;;;;;;;;;7;2;G;J;1;99;1;171651;1;2;628,21140;;;;;188,22812
100692;10069202;1945;2;4;2;3;2;2;11;4;C;;;;;;;;;;99;;7;2;G;J;1;99;3;481345;3;2;183,63860;;;;;126,86150
100702;10070201;1947;1;1;4;1;2;2;6;5;C;;;;;;;;;;;;;2;G;J;1;99;1;193273;1;2;;;478,88600;;;46,55182
100702;10070202;1961;2;2;0;1;2;2;5;2;A;7;6;2;;337478,6349;6264730,8898;;;4;;;;2;G;J;1;99;1;56217;1;2;;;872,31100;;;66,54583
100712;10071201;1963;1;1;2;1;2;2;7;5;A;5;5;1;;348290,7405;6298694,3124;;;;99;;;;;J;1;99;3;465207;3;2;172,82340;;;;;52,68583
100712;10071202;1963;2;2;2;1;2;2;5;4;A;5;2;1;;338661,4968;6266219,1438;;;;99;;;1;H;J;1;99;2;339611;2;2;139,78840;;;;;55,76659
100712;10071203;1997;1;3;2;1;1;2;5;2;B;;;;4;;;337198,9378;6265841,9277;;99;;;1;G;J;2;0;0;0;0;0;198,83340;;;;;67,88240
100712;10071204;1994;1;3;0;1;1;2;11;1;B;;;;8;;;346557,0470;6292913,2386;4;99;;;1;H;J;2;0;0;0;0;0;102,06070;;;;;53,97172
100720;10072001;1967;1;1;4;"3;5";2;2;5;4;F;;;;;;;;;;;;;2;G;J;2;0;0;0;0;0;;;935,14590;;;98,66738
100720;10072002;1972;2;2;2;1;2;2;4;2;D;;;;;;;;;;;;;2;G;J;2;0;0;0;0;0;;;902,01940;;;181,11343
100720;10072003;1991;2;3;0;1;2;2;5;4;A;5;2;1;;;;;;4;;;;2;G;J;1;90000;1;90000;1;0;;;882,65530;;;103,59646
100720;10072004;2004;2;3;2;1;2;2;4;2;B;;;;4;;;335055,4775;6266099,6757;;;;;2;G;J;2;0;0;0;0;0;;;1026,91800;;;145,93307
100720;10072005;2011;1;4;0;1;2;2;2;1;B;;;;2;;;;;4;;;;2;G;J;2;0;0;0;0;0;;;1064,63100;;;187,48251
100720;10072006;2013;2;3;2;1;2;2;1;0;;;;;;;;;;;;;;2;G;J;2;0;0;0;0;0;;;1026,91800;;;187,48251
100732;10073201;1974;1;1;2;3;2;2;5;4;A;4;4;1;;338641,4827;6266087,1384;;;;;;2;1;G;J;1;99;2;308830;2;2;163,43980;;;;;77,96787
100732;10073202;1971;2;2;4;1;2;2;5;4;D;;;;;;;;;;;;;;;J;2;0;0;0;0;0;97,78307;;;;;62,55770
100732;10073203;1995;2;3;2;1;1;2;5;3;B;;;;4;;;338641,4827;6266087,1384;;;;2;2;G;J;2;0;0;0;0;0;139,08530;;;;;76,14886
100732;10073204;2004;2;3;2;1;1;2;4;4;B;;;;4;;;338535,3809;6266234,3179;;;;2;2;G;J;2;0;0;0;0;0;173,38360;;;;;87,41381
100732;10073205;2003;2;3;4;1;2;2;4;1;B;;;;4;;;339277,8302;6262857,6102;;;;;2;G;J;2;0;0;0;0;0;173,38360;;;;;87,41381
100732;10073206;2004;2;3;4;1;2;2;4;1;B;;;;4;;;339277,8302;6262857,6102;;;;;2;G;J;2;0;0;0;0;0;173,38360;;;;;87,41381
100740;10074001;1949;2;1;2;1;2;2;6;4;D;;;;;;;;;;;;;2;G;J;2;0;0;95490;1;1;;;;1339,00000;;70,34511
100752;10075201;1969;1;1;4;1;2;2;5;4;A;5;1;1;;336736,9107;6257544,3885;;;;8894519;;;1;G;J;1;99;2;275920;2;2;276,39970;;;;;214,60887
100752;10075202;1971;2;2;0;1;2;2;5;4;D;;;;;;;;;4;;;;2;G;J;2;0;0;0;0;0;223,56630;;;;;227,15797
100752;10075203;1994;2;3;2;1;1;2;5;4;B;;;;6;;;338810,3343;6266334,9095;;;;;1;G;J;2;0;0;0;0;0;309,41170;;;;;225,32991
100760;10076001;1974;1;1;2;1;2;2;5;1;A;5;1;1;;339208,3378;6262744,5540;;;;;;;2;G;J;1;99;1;181105;1;2;35,04834;;;;;53,15984
100760;10076002;1974;2;2;4;1;2;2;5;1;D;;;;;;;;;;;;2;2;G;J;2;0;0;0;0;0;46,53167;;;;;73,96817
100760;10076003;1995;2;3;2;1;2;2;5;3;B;;;;4;;;338661,4968;6266219,1438;;;;;2;G;J;2;0;0;0;0;0;28,81813;;;;;51,91961
100760;10076004;2003;1;3;2;1;2;2;4;3;B;;;;4;;;338734,6295;6267372,2177;;;;;2;G;J;2;0;0;0;0;0;35,92466;;;;;75,30920
100772;10077201;1966;1;1;2;1;2;2;4;4;A;5;1;1;;339258,9653;6262598,9860;;;;;;;2;G;J;1;99;1;157254;1;2;72,34247;;;;;66,07631
100772;10077202;1972;2;2;4;1;2;2;4;8;D;;;;;;;;;;;;;2;G;J;2;0;0;0;0;0;134,38860;;;;;121,28930
100772;10077203;1997;2;3;2;1;1;2;5;1;B;;;;4;;;339641,8103;6266735,9119;;;;;2;G;J;2;0;0;0;0;0;83,22988;;;;;85,13513
100782;10078201;1960;1;1;4;3;2;2;4;3;A;2;2;2;;335810,7469;6266773,3606;;;;57500295;;;1;H;J;1;99;1;166800;1;2;;;904,34660;;;62,86956
100782;10078202;2008;2;3;0;1;2;2;2;1;B;;;;3;;;;;4;;;;2;G;J;1;7500;1;7500;1;0;;;993,09550;;;119,46128
100792;10079201;1960;1;1;0;3;2;2;4;8;A;2;5;1;;338929,4760;6264897,4509;;;4;99;;;1;G;J;1;99;2;366392;2;2;;;1167,94700;;;50,36469
100792;10079202;1966;2;2;2;1;2;2;4;7;D;;;;;;;;;;99;;;1;H;J;2;0;0;0;0;0;;;1126,57400;;;53,30974
100792;10079203;1994;2;3;2;3;1;2;5;4;B;;;;8;;;350253,9613;6291192,2297;;99;;;1;H;J;2;0;0;0;0;0;;;1102,38900;;;52,88074
100792;10079204;2008;1;3;2;1;2;2;2;1;B;;;;2;;;338520,5301;6266942,1297;;;;;2;G;J;2;0;0;0;0;0;;;1329,66700;;;95,70029
100802;10080201;1964;2;1;2;3;2;2;5;4;A;5;5;1;;344952,7516;6296730,9189;;;;99;;3;1;H;J;1;99;4;997272;4;2;17,18234;;;;;1,72092
100802;10080202;1991;2;3;2;1;1;2;9;2;B;;;;6;;;340594,5700;6290193,8200;;99;;2;1;H;J;2;0;0;0;0;0;17,18234;;;;;1,72092
100802;10080203;1988;1;3;2;3;2;2;9;4;A;2;5;1;;346708,3729;6293694,7121;;;;99;;3;1;H;J;1;99;3;443847;3;2;17,18234;;;;;1,72092
100810;10081001;1943;1;1;4;3;2;2;4;1;A;5;1;1;;336704,0450;6265906,6935;;;;;;11;2;G;J;1;99;1;184854;1;2;52,10767;;;;;21,87847
100810;10081002;1948;2;2;5;1;2;2;4;2;D;;;;;;;;;;;;;2;G;H;2;0;0;0;0;0;125,19330;;;;;35,61140
100810;10081003;1993;1;4;4;1;1;2;5;4;B;;;;5;;;342087,6986;6281934,4395;;;;;2;G;J;2;0;0;0;0;0;52,10767;;;;;30,26863
100810;10081004;1993;2;4;4;1;2;2;9;1;B;;;;5;;;342087,6986;6281934,4395;;;;;2;G;J;2;0;0;0;0;0;97,81197;;;;;31,02356
100810;10081005;1988;1;4;0;1;2;2;4;8;D;;;;;;;;;4;;;;2;G;J;1;7500;1;7500;1;0;52,10767;;;;;30,26863
100822;10082201;1982;2;1;4;1;2;2;5;4;D;;;;;;;;;;;;;2;G;J;1;15000;1;15000;1;0;134,38860;;;;;121,28930
100822;10082202;2006;2;3;6;1;2;2;4;1;B;;;;4;;;338392,0796;6264878,2538;;;;11;2;G;J;2;0;0;0;0;0;103,75430;;;;;97,72949
100822;10082203;1988;2;4;2;1;2;2;5;4;A;5;2;1;;342771,8675;6283226,9995;;;;99;;;1;H;J;1;200000;1;200000;1;0;80,98271;;;;;69,37724
100832;10083201;1993;2;1;2;1;2;2;4;8;D;;;;;;;;;;;;;2;G;J;2;0;0;0;0;0;28,04004;;;;;42,30964
100832;10083202;1967;1;2;2;1;2;2;5;1;A;2;5;1;;338663,4528;6257053,6348;;;;;;9;1;H;J;1;99;2;231903;2;2;27,89941;;;;;40,29655
100832;10083203;1991;1;3;2;1;2;2;5;4;A;2;4;1;;338663,4528;6257053,6348;;;;99;;2;1;H;J;1;99;2;208759;2;2;27,89941;;;;;41,28007
100832;10083204;2007;1;3;2;1;2;2;4;1;B;;;;4;;;338734,6295;6267372,2177;;;;;2;G;J;2;0;0;0;0;0;98,13182;;;;;76,56937
100843;10084301;1944;2;1;2;1;2;2;5;3;C;;;;;;;;;;99;;;1;H;J;1;63000;7;63000;1;0;83,49850;;;;;29,52080
100850;10085001;1967;1;1;6;"3;4";2;2;5;4;A;5;1;1;;345484,3765;6275882,9694;;;;12260781;;;1;H;J;1;99;2;282929;2;2;;;;1170,00000;;1,71613
100850;10085002;1969;2;2;5;3;2;2;11;3;A;5;3;1;;346571,3972;6294745,5602;;;;12260781;;;;;J;1;99;2;281788;2;2;;;;1170,00000;;1,71613
100850;10085003;1993;1;3;4;1;2;2;5;4;E;;;;;;;;;;13737224;;;;;J;2;0;0;0;0;0;;;;1170,00000;;1,71613
100850;10085004;1995;1;3;2;1;1;2;5;1;B;;;;4;;;337939,6738;6292103,3012;;;;;2;H;J;2;0;0;0;0;0;;;;1170,00000;;1,71613
100850;10085005;1996;2;3;2;1;1;2;5;2;B;;;;4;;;338817,8427;6267098,7506;;;;;2;H;J;2;0;0;0;0;0;;;;1170,00000;;1,71613
100862;10086201;1965;1;1;2;3;2;2;7;4;A;5;5;1;;339088,0469;6266464,6015;;;;;;4;1;H;J;1;99;3;410844;3;2;160,93260;;;;;63,16527
100862;10086202;1959;2;2;2;1;2;2;4;8;A;5;2;1;;346069,7224;6296448,9877;;;;99;;;1;G;J;1;99;2;240460;2;2;130,17060;;;;;66,85881
100862;10086203;1997;1;3;2;1;1;2;4;8;B;;;;4;;;339641,8103;6266735,9119;;99;;2;2;G;J;2;0;0;0;0;0;185,15310;;;;;81,38443
100872;10087201;1971;1;1;2;"3;4";2;2;11;4;A;5;5;1;;345281,3685;6297469,8940;;;;99;;;1;H;J;1;99;3;638396;3;2;183,21160;;;;;58,36671
100882;10088201;1944;1;1;2;3;2;2;7;4;A;5;5;1;;339158,4156;6265885,0975;;;;;;;2;G;J;1;99;3;475026;3;2;284,63250;;;;;46,55182
100882;10088202;1920;2;4;0;1;2;2;4;5;C;;;;;;;;;5;;;;2;G;H;1;99;1;47121;1;2;266,39870;;;;;51,06861
100890;10089001;1970;1;1;14;"2;3";2;2;5;2;A;2;3;1;;339017,0071;6266311,7641;;;;;;2;2;G;J;1;99;2;204323;2;2;;;;;5571,00000;266,14709
100890;10089002;1978;2;2;7;3;2;2;11;5;A;4;4;1;;339232,9602;6257449,8395;;;;52881534;;2;1;H;J;1;99;3;408079;3;2;;;;;5571,00000;488,53809
100890;10089003;1998;2;3;6;1;1;2;5;1;B;;;;4;;;341286,5858;6258245,6566;;;;;2;G;J;2;0;0;0;0;0;;;;;5571,00000;342,91367
100890;10089004;2000;2;3;2;1;1;2;4;7;B;;;;4;;;341286,5858;6258245,6566;;99;;;2;G;J;2;0;0;0;0;0;;;;;5571,00000;393,64215
100890;10089005;2010;1;3;2;1;2;2;1;0;;;;;;;;;;;;;4;2;G;J;2;0;0;0;0;0;;;;;5571,00000;505,71805
100902;10090201;1975;2;1;5;1;2;2;5;1;D;;;;;;;;;;;;;2;G;J;2;0;0;0;0;0;400,46230;;;;;74,18070
100902;10090202;1978;1;2;3;2;2;2;5;4;A;5;1;1;;338955,7589;6261928,1022;;;;99;;;1;H;J;1;99;2;386547;2;2;366,37630;;;;;53,31258
100902;10090203;1995;2;3;0;1;2;2;5;4;A;5;2;1;;;;;;4;;;;2;G;J;1;99;1;109160;1;2;311,78220;;;;;52,06878
100902;10090204;2004;2;3;2;1;1;2;4;3;B;;;;4;;;337856,5782;6264717,0141;;;;;2;G;J;2;0;0;0;0;0;388,66710;;;;;59,77150
100902;10090205;2010;2;3;2;1;2;2;3;2;B;;;;2;;;338305,6253;6266398,7059;;;;;2;G;J;2;0;0;0;0;0;400,46240;;;;;76,78936
100912;10091201;1965;2;1;0;1;2;2;4;7;F;;;;;;;;;5;99;;;1;H;I;1;99;1;78280;1;2;;;844,62920;;;99,83582
100912;10091202;1994;1;3;0;1;2;2;5;4;B;;;;5;;;;;4;3920422;;;1;H;J;2;0;0;0;0;0;;;856,84970;;;96,62254
100912;10091203;1982;2;3;2;3;2;2;5;4;A;9;5;1;;345868,0388;6295001,8779;;;;40418959;;1;1;H;J;1;99;2;280475;2;2;;;844,62920;;;173,13428
100912;10091204;1987;1;3;4;3;2;2;5;4;A;9;5;1;;345868,0388;6295001,8779;;;;;;1;1;G;J;1;99;2;328356;2;2;;;875,64790;;;124,42899
100912;10091205;1992;1;4;2;1;2;2;5;4;F;;;;;;;;;;;;1;2;G;J;2;0;0;0;0;0;;;856,84970;;;96,62254
100912;10091206;2011;1;4;0;1;2;2;1;0;;;;;;;;;;4;;;;2;G;J;2;0;0;0;0;0;;;996,89460;;;179,22276
100922;10092201;1936;1;1;2;1;2;2;5;4;C;;;;;;;;;;;;;2;G;J;1;99;2;284075;2;2;82,27455;;;;;43,21771
100930;10093001;1972;1;1;2;3;2;2;5;4;A;5;5;1;;338341,5645;6265173,0396;;;;;;;2;G;J;1;99;2;349868;2;2;35,67239;;;;;33,40598
100930;10093002;1976;2;2;2;1;2;2;4;8;D;;;;;;;;;;;;;2;G;J;2;0;0;0;0;0;44,66965;;;;;46,48207
100930;10093003;1993;1;3;0;1;2;2;5;4;F;;;;;;;;;5;;;;2;G;J;2;0;0;0;0;0;28,39618;;;;;25,94065
100930;10093004;2001;2;3;2;1;1;2;4;6;B;;;;4;;;337574,3528;6264818,4955;;;;;2;G;J;1;7500;1;7500;1;0;34,48710;;;;;37,45317
100930;10093005;2007;2;3;2;1;2;2;2;2;B;;;;3;;;337877,8848;6264711,9405;;;;;2;G;J;2;0;0;0;0;0;94,20495;;;;;48,11667
100940;10094001;1978;2;1;4;1;2;2;4;8;A;5;1;1;;338547,4231;6267875,4277;;;;35748990;;;1;H;J;1;99;1;7179;1;2;134,38860;;;;;121,28930
100940;10094002;1997;2;3;2;1;2;2;5;1;B;;;;4;;;339368,9807;6266684,2985;;;;;2;G;J;2;0;0;0;0;0;83,22988;;;;;85,13513
100940;10094003;2002;1;3;2;1;2;2;4;4;B;;;;4;;;338734,6295;6267372,2177;;;;;2;G;J;2;0;0;0;0;0;103,75430;;;;;123,48822
100960;10096001;1945;2;1;2;1;2;2;4;8;A;7;6;2;;338453,6193;6266520,4528;;;;;;;2;G;H;1;99;1;171161;1;2;28,72566;;;;;36,26212
100972;10097201;1962;1;1;0;2;2;2;5;4;A;5;1;1;;0,0000;0,0000;;;1;;;;2;A;J;1;99;3;416123;3;2;17,20580;;;;;1,73828
100972;10097202;1964;2;2;2;1;2;2;11;3;A;5;5;1;;340055,2934;6268031,1060;;;;;;;2;G;J;1;99;1;187085;1;2;17,20580;;;;;1,73828
100972;10097203;1988;2;3;2;1;2;2;7;4;A;5;5;1;;340055,2934;6268031,1060;;;;99;;;1;H;J;1;99;2;293873;2;2;17,20580;;;;;1,73828
100972;10097204;1992;2;3;2;1;1;2;11;2;"A;B";5;5;3;8;340055,2934;6268031,1060;344866,5900;6297777,0100;;99;;;;;J;1;99;1;142086;1;2;17,20580;;;;;1,73828
100972;10097205;1993;1;3;2;1;2;2;7;4;A;5;5;1;;340055,2934;6268031,1060;;;;;;;2;G;J;1;99;2;225995;2;2;17,20580;;;;;1,73828
100972;10097206;1997;1;3;2;1;2;2;5;2;B;;;;4;;;340055,2934;6268031,1060;;;;;2;G;J;2;0;0;0;0;0;17,20580;;;;;1,73828
100972;10097207;1998;2;4;0;1;2;2;5;1;B;;;;4;;;;;4;;;;2;G;G;2;0;0;0;0;0;17,20580;;;;;1,73828
100980;10098001;1932;1;1;0;1;2;1;4;2;C;;;;;;;;;4;;;;2;"B;G";"A;H";1;157000;1;157000;1;0;295,33250;;;;;344,30331
100980;10098002;1938;2;2;0;1;2;2;6;6;C;;;;;;;;;4;;;;2;"B;G";H;1;84000;1;84000;1;0;276,41320;;;;;377,71002
100980;10098003;1962;1;3;2;1;2;2;5;4;A;5;1;1;;337428,2696;6265980,7179;;;;;;;2;G;J;1;240000;2;240000;2;0;659,72860;;;;;464,99088
100980;10098004;1976;1;3;2;1;2;2;4;8;A;5;1;1;;345202,8337;6258369,4173;;;;;;;1;H;J;1;300000;2;300000;2;0;664,26300;;;;;613,42310
100980;10098005;1978;1;3;3;1;1;2;9;1;"A;B";5;1;1;6;338065,0203;6257544,7577;345475,3532;6297928,1031;;99;;;;;J;1;320000;2;320000;2;0;664,26300;;;;;613,42310
100980;10098006;1986;1;4;2;1;2;2;3;8;F;;;;;;;;;;;;;2;G;J;2;0;0;0;0;0;664,26300;;;;;613,42310
100980;10098007;1998;2;4;2;1;1;2;5;1;B;;;;4;;;338310,7144;6266582,8753;;;;;2;G;J;1;64000;1;64000;1;0;663,85330;;;;;599,11169
100990;10099001;1977;1;1;2;1;2;2;5;2;A;5;1;1;;339292,0830;6265894,4458;;;;;;;2;G;J;1;99;2;361251;2;2;28,48731;;;;;43,55155
100990;10099002;1985;2;2;6;1;2;2;5;4;D;;;;;;;;;;14757252;;;1;H;J;2;0;0;0;0;0;28,48729;;;;;60,59892
100990;10099003;2008;2;3;4;1;2;2;2;1;B;;;;3;;;339102,3600;6262807,5000;;;;;2;G;J;1;7500;1;7500;1;0;60,07758;;;;;62,72997
100990;10099004;2012;2;3;4;1;2;2;1;0;;;;;;;;;;;;;;2;G;J;2;0;0;0;0;0;60,07758;;;;;62,72997
101002;10100201;1965;1;1;2;2;2;2;5;4;A;5;1;1;;337965,2640;6263117,8720;;;;;;;1;H;J;1;99;2;311222;2;2;72,34247;;;;;66,07631
101002;10100202;1970;2;2;5;1;2;2;5;4;D;;;;;;;;;;5401618;99;;1;H;J;2;0;0;0;0;0;58,51429;;;;;69,94009
101002;10100203;1994;1;3;4;1;1;2;11;2;B;;;;8;;;345016,8892;6297334,1080;;;;;;;J;2;0;0;0;0;0;47,41349;;;;;67,68903
101012;10101201;1965;2;1;2;3;2;2;5;2;A;2;2;1;;338956,2100;6268062,6844;;;;99;;;1;H;J;1;99;3;460866;3;2;;;;316,00000;;48,65491
101012;10101202;1997;2;3;0;1;1;2;5;2;B;;;;4;;;339877,8524;6266178,7060;4;;;;2;G;J;2;0;0;0;0;0;;;;316,00000;;59,22561
101021;10102101;1953;2;1;3;1;2;2;4;8;D;;;;;;;;;;;;;2;G;J;1;85000;1;85000;1;0;;;;1339,00000;;57,95388
101021;10102102;1987;1;3;0;1;2;2;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;;;;1339,00000;;63,43511
101030;10103001;1972;2;1;4;1;2;2;4;5;D;;;;;;;;;;;;;2;G;J;2;0;0;0;0;0;;;;993,00000;;92,44919
101030;10103002;1990;2;3;2;1;2;2;7;4;A;5;2;1;;338769,1050;6266070,4355;;;;;;;2;G;J;1;99;1;161917;1;2;;;;993,00000;;52,88074
101030;10103003;1991;2;3;2;1;2;2;7;4;A;5;2;1;;339217,1319;6266058,2402;;;;;;;2;G;J;1;99;1;81264;1;2;;;;993,00000;;52,88074
101030;10103004;1965;1;2;2;3;2;2;4;5;A;1;1;1;;344993,4650;6297455,4061;;;;99;;2;1;H;J;1;99;1;183004;1;2;;;;993,00000;;50,36469
101041;10104101;1938;2;1;2;1;2;2;4;5;C;;;;;;;;;;;;;2;G;J;1;99;1;166178;1;2;83,49850;;;;;29,52080
101051;10105101;1955;1;1;2;1;2;2;4;2;A;5;5;1;;346554,5587;6292912,2795;;;;99;;;1;H;J;1;99;2;206638;2;2;551,57070;;;;;100,47211
101051;10105102;1944;2;2;2;1;2;2;4;4;D;;;;;;;;;;;;;2;G;J;2;0;0;0;0;0;137,81960;;;;;43,69529
101051;10105103;2002;1;4;2;1;1;2;4;5;B;;;;4;;;339641,8103;6266735,9119;;;;;2;G;J;2;0;0;0;0;0;285,94260;;;;;100,53119
101062;10106201;1974;2;1;2;1;2;2;5;1;D;;;;;;;;;;99;;;1;B;J;2;0;0;0;0;0;734,94360;;;;;286,67703
101062;10106202;1970;1;2;4;1;2;2;5;2;A;5;5;1;;332478,4778;6262991,4326;;;;99;;;1;H;J;1;99;1;71030;1;2;438,44770;;;;;156,17659
101070;10107001;1966;2;1;3;1;2;2;7;4;D;;;;;;;;;;;;;2;G;F;2;0;0;0;0;0;139,78840;;;;;55,76659
101070;10107002;1964;1;2;4;2;2;2;4;6;A;5;1;1;;338929,4760;6264897,4509;;;;;;;2;G;J;1;99;2;342206;2;2;172,82340;;;;;52,68583
